year;strate;longitude;latitude;dtow;depth;temperature;totconsum;sediment;invertebrate;starfish;urchin
2005;433;-61,73;46,22;1,77;55;1,3;0,038610784;1;9,485;1;1
2003;434;-61,69;46,46;1,75;51;1,7;0,194094378;2;8,965;1;1
2003;434;-61,56;46,52;1,71;59;0,6;0,171362867;2;8,58;1;1
2003;434;-61,36;46,48;1,71;68;0,6;0,006096208;2;6,05;1;0
2003;434;-61,1;46,73;1,75;87;0,4;0,103169306;3;64,28;1;1
2003;434;-61,32;47,14;1,75;44;1,5;0,246513089;2;12,375;1;1
2003;434;-61,55;46,9;1,74;55;0,1;0,091491271;3;12,971;1;1
2003;434;-61,69;46,76;1,8;75;-0,1;0,094165691;3;7,45;1;1
2004;434;-61,8;46,43;1,75;37;5;0,129324688;2;2,685;1;1
2004;434;-61,8;46,44;1,75;35;3,4;0,13804591;2;9,307;1;1
2004;434;-61,53;46,4;1,75;63;0,9;0,074923155;1;7,969;1;0
2004;434;-61,29;46,56;1,75;72;1,2;0,037901093;2;10,012;0;1
2004;434;-61,64;46,73;1,76;70;0,5;0,086759033;3;15,094;0;1
2004;434;-61,35;47,15;1,77;43;2,8;0,306046871;2;6,697;0;1
2004;434;-61,17;47,14;1,76;57;1,3;0,156163216;2;17,837;1;1
2004;434;-61,22;46,82;1,7;66;1,1;0,063696487;2;5,03;1;1
2004;434;-61,51;46,76;1,76;70;1,1;0,08853771;3;5,732;0;1
2004;434;-61,57;46,93;1,76;50;3,2;0,357655348;4;9,044;0;1
2005;434;-61,87;46,54;1,8;50;2,2;0,013011561;4;24,086;1;1
2005;434;-61,51;46,53;1,79;60;1,3;0,050572212;2;3,486;1;0
2005;434;-61,34;46,7;1,78;69;1,8;0,071012494;2;15,266;0;1
2005;434;-61,11;46,73;1,72;87;1,7;0,05534636;3;57,056;1;1
2005;434;-61,07;46,89;1,81;85;1,9;0,071439482;2;5,106;1;1
2005;434;-61,38;46,89;1,82;63;1,6;0,369430321;2;4,453;0;1
2005;434;-61,33;46,96;1,74;51;2,1;0,153724073;2;18,868;0;1
2005;434;-61,24;47,04;1,75;51;2,2;0,151104315;2;18,338;1;1
2003;435;-61,6;47,06;1,78;31;7,8;0,501094806;4;3,186;0;1
2003;435;-61,92;47,16;1,58;33;4,9;0,156143034;4;42,177;1;0
2003;435;-61,89;47,11;1,73;35;3,8;0,108410457;4;12,986;1;1
2004;435;-61,81;47,13;1,75;33;8,4;0,241034524;4;26,92;1;1
2004;435;-61,56;47,15;1,76;29;5,6;0,085933535;2;1,655;1;0
2004;435;-61,43;47,27;1,76;37;4,8;1,224414507;2;4,76;1;1
2004;435;-61,16;47,48;1,78;36;4,1;0,10402513;3;0,624;1;0
2004;435;-61,2;47,77;1,74;30;4,8;0,06533632;3;4,272;0;0
2005;435;-61,34;47,38;1,75;31;6,6;0,396492203;2;7,64;1;1
2005;435;-61,36;47,23;1,75;34;6,3;0,518398895;2;53,435;1;1
2005;435;-61,72;47,04;1,2;28;9,9;0,341982405;4;171,37;1;1
2005;435;-61,19;47,49;1,4;31;13,3;0,122969023;3;8,9;0;1
2003;436;-61,18;47,2;1,73;55;0,8;0,123823798;2;9,788;1;1
2004;436;-60,67;47,35;1,79;62;1,5;0,025640396;2;20,261;1;1
2004;436;-60,85;47,24;1,77;75;1,5;0,064527777;2;29,705;1;1
2004;436;-60,99;47,23;1,78;62;;0,117613071;2;23,61;1;1
2004;436;-60,84;47,59;1,79;51;0,8;0,037117337;2;7,535;1;1
2004;436;-60,58;47,55;1,79;75;0,8;0,041132601;2;12,545;1;1
2004;436;-60,95;47,84;1,79;67;0,5;0,015578479;2;3,298;0;1
2004;436;-61,01;47,89;1,74;71;0,5;0,017804376;2;4,857;0;1
2005;436;-61,26;47,22;1,77;43;2,7;0,122798224;2;42,65;0;1
2005;436;-60,91;47,45;1,8;49;2,3;0,061305654;2;0,814;1;1
2005;436;-60,89;47,34;1,8;65;1,8;0,074882114;2;2,531;1;1
2005;436;-60,65;47,3;1,73;56;1,9;0,013095491;2;31,086;1;1
2005;436;-60,66;47,63;1,78;60;1;0,015447144;2;18,441;1;1
2005;436;-60,71;47,74;1,74;85;0,9;0,330376644;2;12,808;0;1
2005;436;-60,84;47,71;1,75;61;1,3;0,032603813;2;5,435;0;1
2003;437;-61,01;46,86;1,74;120;1,9;0,119436066;1;13,05;1;1
2003;437;-60,66;47,1;1,72;169;4,7;0,249881879;1;0,921;0;1
2003;437;-60,86;47,14;1,69;84;0,3;0,054319424;1;27,025;1;1
2004;437;-61;46,85;1,77;137;3,5;0,248099356;3;7,723;1;1
2004;437;-60,8;47,02;1,77;133;3,1;0,079603207;1;0,878;0;1
2004;437;-60,5;47,06;1,71;117;3,3;0,086805387;1;2,295;1;0
2004;437;-60,41;47,28;1,79;154;3,5;0,030322727;2;0,316;1;0
2004;437;-60,96;47,11;1,78;99;1,8;0,061929684;1;2,12;1;1
2005;437;-61,11;46,75;1,71;112;2,7;0,10176086;3;20,065;1;1
2005;437;-60,41;47,13;1,72;163;5,1;0,032491995;1;0,043;0;0
2005;437;-60,42;47,09;1,74;146;4;0,041044882;1;0,297;1;1
2005;437;-60,54;47,12;1,77;171;4,6;0,102726859;1;0,093;0;1
2005;437;-60,71;47,14;1,8;169;3,6;0,048096076;2;1,358;0;1
2004;438;-60,31;47,41;1,78;121;1,7;0,019082803;1;1,824;1;0
2004;438;-60,55;47,64;1,75;122;1,4;0,03093627;1;1,352;0;0
2004;438;-60,81;47,88;1,71;143;1,8;0,046759803;2;0,175;0;1
2005;438;-60,78;47,84;1,8;112;1,4;0,048868763;2;1,03;0;1
2005;438;-60,57;47,68;1,77;136;1,5;0,048620494;1;0,526;1;1
2005;438;-60,43;47,44;1,83;106;1,9;0,093173889;1;2,775;1;1
2004;439;-60,23;47,21;1,82;188;4,7;0,048220754;1;0,5;1;0
2004;439;-60,1;47,28;1,77;322;5,7;1,230683977;1;0,332;1;0
2004;439;-60,65;47,84;1,75;293;5,8;0,083723001;1;48,524;1;0
2004;439;-60,85;48,02;1,74;369;5,4;0,032471958;1;2,066;0;1
2005;439;-60,74;47,87;1,85;241;5,3;0,028969689;1;0,594;1;1
2005;439;-60,19;47,33;1,8;297;5,5;0,26194013;1;0,062;0;0
2005;439;-60,2;47,25;1,75;211;5,3;0,060250069;1;0,084;1;0
